display_label,builder_count,type_count,types,assignment_by_builder
Convoy,11,3,"company, method, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=method; gemma3_4b=organization; gemma3_12b=organization
Craig Reynolds,11,3,"person, player, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=player; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
DALL-E 3,11,3,"artifact, content, product",qwen35_0_8b=artifact; qwen35_2b=content; qwen35_4b=content; qwen35_9b=artifact; qwen3_0_6b=artifact; qwen3_1_7b=artifact; qwen3_4b=content; qwen3_8b=artifact; gemma3_1b=product; gemma3_4b=content; gemma3_12b=artifact
Dallas Cowboys,11,3,"event, organization, unknown",qwen35_0_8b=unknown; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Dave the Diver,11,3,"content, person, unknown",qwen35_0_8b=person; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=unknown; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_1b=content; gemma3_4b=content; gemma3_12b=content
Dead After Dinner,11,3,"content, event, game",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_1b=game; gemma3_4b=content; gemma3_12b=content
Desperation,11,3,"content, event, game",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_1b=game; gemma3_4b=content; gemma3_12b=content
Discord,11,3,"event, organization, socialmediaplatform",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=socialmediaplatform; gemma3_4b=organization; gemma3_12b=organization
Dungeon Crawl Classics,11,3,"content, event, unknown",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_1b=unknown; gemma3_4b=content; gemma3_12b=content
Dungeons & Dragons,11,3,"concept, content, event",qwen35_0_8b=concept; qwen35_2b=concept; qwen35_4b=concept; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=concept; qwen3_8b=content; gemma3_1b=concept; gemma3_4b=content; gemma3_12b=concept
Ellis Zorro,11,3,"creature, naturalobject, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=naturalobject; qwen3_1_7b=creature; qwen3_4b=person; qwen3_8b=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Emergent Fidelity Technologies,11,3,"artifact, organization, unknown",qwen35_0_8b=organization; qwen35_2b=artifact; qwen35_4b=artifact; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=artifact; gemma3_12b=organization
England,11,3,"location, organization, person",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=person; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=location; gemma3_1b=organization; gemma3_4b=location; gemma3_12b=location
Expedia,11,3,"company, organization, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Eyes Without a Face,11,3,"content, event, horror",qwen35_0_8b=event; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=content; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_270m=horror; gemma3_4b=content; gemma3_12b=content
Fortnite,11,3,"artifact, content, event",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=artifact; qwen3_4b=content; qwen3_8b=content; gemma3_1b=content; gemma3_4b=content; gemma3_12b=content
FreshBooks,11,3,"company, event, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=company; gemma3_4b=organization; gemma3_12b=organization
Getty Images,11,3,"content, image, organization",qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=image; gemma3_1b=organization; gemma3_4b=content; gemma3_12b=organization
GoPro,11,3,"artifact, organization, product",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=organization; gemma3_1b=product; gemma3_4b=artifact; gemma3_12b=artifact
Great Dying,11,3,"concept, event, extinctionevent",qwen35_2b=concept; qwen35_4b=event; qwen35_9b=event; qwen3_0_6b=extinctionevent; qwen3_1_7b=event; qwen3_4b=event; qwen3_8b=event; gemma3_270m=event; gemma3_1b=event; gemma3_4b=event; gemma3_12b=event
Hellraiser,11,3,"content, person, unknown",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=unknown; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_270m=person; gemma3_4b=unknown; gemma3_12b=content
IcyVeins,11,3,"content, organization, website",qwen35_0_8b=organization; qwen35_2b=website; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=website; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=website; gemma3_4b=content; gemma3_12b=organization
Indianapolis Colts,11,3,"event, organization, unknown",qwen35_0_8b=unknown; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Informatica,11,3,"company, organization, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
JP Morgan,11,3,"organization, person, unknown",qwen35_0_8b=unknown; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=person; gemma3_4b=organization; gemma3_12b=organization
Jack Antonoff,11,3,"developer, person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=developer; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
Jacksonville Jaguars,11,3,"event, football, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=football; gemma3_4b=organization; gemma3_12b=organization
Knowledge Graph,11,3,"artifact, concept, content",qwen35_0_8b=content; qwen35_2b=artifact; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=artifact; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_1b=concept; gemma3_4b=concept; gemma3_12b=artifact
LegalZoom,11,3,"company, method, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=method; gemma3_4b=organization; gemma3_12b=organization
Live Science,11,3,"content, organization, unknown",qwen35_0_8b=content; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=content; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Liverpool FC,11,3,"organization, team, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=team; gemma3_1b=organization; gemma3_12b=unknown
Loop,11,3,"content, organization, product",qwen35_0_8b=organization; qwen35_2b=content; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=product; gemma3_4b=content; gemma3_12b=organization
Lysins,11,3,"artifact, concept, method",qwen35_0_8b=method; qwen35_2b=method; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=artifact; qwen3_1_7b=method; qwen3_4b=concept; qwen3_8b=concept; gemma3_1b=method; gemma3_4b=method; gemma3_12b=artifact
MBW Explains,11,3,"concept, content, event",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_1b=concept; gemma3_4b=content; gemma3_12b=content
Marseille,11,3,"location, organization, unknown",qwen35_0_8b=location; qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=location; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=location; gemma3_1b=organization; gemma3_4b=location; gemma3_12b=location
Masterclass,11,3,"content, event, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=content; gemma3_12b=organization
Matt Huang,11,3,"person, unknown, witness",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=witness; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
MaxRoll.gg,11,3,"content, organization, website",qwen35_0_8b=organization; qwen35_2b=content; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=website; gemma3_4b=organization; gemma3_12b=organization
Meta Quest,11,3,"artifact, location, product",qwen35_0_8b=artifact; qwen35_2b=artifact; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=location; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_270m=product; gemma3_1b=artifact; gemma3_4b=artifact; gemma3_12b=artifact
Metroid Prime Remastered,11,3,"content, game, unknown",qwen35_0_8b=unknown; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=unknown; qwen3_1_7b=game; qwen3_4b=content; qwen3_8b=content; gemma3_1b=unknown; gemma3_4b=unknown; gemma3_12b=content
Midnight Suns,11,3,"content, game, unknown",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=unknown; qwen3_1_7b=game; qwen3_4b=content; qwen3_8b=content; gemma3_1b=game; gemma3_4b=game; gemma3_12b=content
Minecraft,11,3,"content, game, unknown",qwen35_0_8b=unknown; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=content; qwen3_4b=content; qwen3_8b=content; gemma3_270m=game; gemma3_1b=content; gemma3_4b=content; gemma3_12b=content
Mirvac,11,3,"company, organization, person",qwen35_0_8b=person; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Monday Night Football,11,3,"event, person, unknown",qwen35_2b=event; qwen35_4b=event; qwen35_9b=event; qwen3_0_6b=event; qwen3_1_7b=event; qwen3_4b=event; qwen3_8b=event; gemma3_270m=person; gemma3_1b=event; gemma3_4b=unknown; gemma3_12b=event
New York Jets,11,3,"location, organization, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=location; qwen35_9b=organization; qwen3_0_6b=unknown; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=location; gemma3_12b=organization
Ninja,11,3,"artifact, organization, person",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=artifact; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Nuno Espirito Santo,11,3,"organization, person, unknown",qwen35_0_8b=unknown; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=organization; gemma3_4b=person; gemma3_12b=person
Ouija board,11,3,"artifact, concept, unknown","qwen35_0_8b=artifact; qwen35_2b=unknown; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=artifact; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=concept; gemma3_1b=artifact,unknown; gemma3_4b=artifact; gemma3_12b=artifact"
PSG,11,3,"location, organization, team",qwen35_0_8b=location; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=team; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Paul Pichugin,11,3,"organization, person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=organization; qwen3_4b=person; qwen3_8b=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
Pebble,11,3,"company, location, organization",qwen35_0_8b=location; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Penn State,11,3,"organization, university, unknown",qwen35_0_8b=organization; qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=university; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
People,11,3,"organization, person, unknown","qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=person; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization,unknown"
Phage Therapy,11,3,"concept, content, method",qwen35_0_8b=content; qwen35_2b=method; qwen35_4b=method; qwen35_9b=method; qwen3_0_6b=concept; qwen3_1_7b=concept; qwen3_4b=concept; qwen3_8b=method; gemma3_1b=method; gemma3_4b=method; gemma3_12b=method
PhilEd,11,3,"concept, event, organization",qwen35_0_8b=concept; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_4b=concept; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Pikmin 4,11,3,"content, event, game",qwen35_0_8b=event; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_270m=game; gemma3_4b=content; gemma3_12b=content
Pinterest,11,3,"content, organization, platform",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=platform; gemma3_4b=content; gemma3_12b=organization
Pinwheel,11,3,"artifact, organization, unknown",qwen35_0_8b=artifact; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=artifact; qwen3_0_6b=organization; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_1b=unknown; gemma3_4b=artifact; gemma3_12b=organization
Planet,11,3,"event, location, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=location; gemma3_4b=organization; gemma3_12b=organization
Possession,11,3,"concept, content, film",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=concept; qwen3_1_7b=film; qwen3_4b=content; qwen3_8b=content; gemma3_1b=content; gemma3_4b=content; gemma3_12b=content
Ripple Rug,11,3,"artifact, content, product",qwen35_0_8b=artifact; qwen35_2b=content; qwen35_4b=content; qwen35_9b=artifact; qwen3_0_6b=product; qwen3_1_7b=artifact; qwen3_4b=content; qwen3_8b=content; gemma3_1b=product; gemma3_4b=artifact; gemma3_12b=artifact
Roblox China,11,3,"company, location, organization",qwen35_0_8b=location; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
SBI Caps,11,3,"organization, other, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=other; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Saloum,11,3,"content, event, thriller",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_270m=thriller; gemma3_4b=content; gemma3_12b=content
Shipt,11,3,"company, method, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=method; gemma3_4b=organization; gemma3_12b=organization
Skerples,11,3,"fantasy, organization, person",qwen35_2b=organization; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=person; gemma3_270m=fantasy; gemma3_1b=person; gemma3_4b=organization; gemma3_12b=person
Slync,11,3,"company, location, organization",qwen35_0_8b=location; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
